COUNTY,NAME,TYPE,EASTING,NORTHING,PRIMARY STOCKING OBJECTIVE,SECONDARY STOCKING OBJECTIVE,NUMBER RELEASED,STOCKING DATE,GROWTH STAGE,MARK,HATCHERY,FISH LENGTH (cm),FISH WEIGHT (g),STOCK,STOCK - STRAIN
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1699,05/08/1985,1-2 years from date of hatch,Unknown or uncertain at time of record,Kelly Lake,23.6,153,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,2405,04/22/1986,1-2 years from date of hatch,No mark or tag,Frasers Mills,22.4,124,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,2480,10/23/1986,1-2 years from date of hatch,No mark or tag,St. Peters,12.7,26,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,2200,05/03/1988,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.5,103,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1020,04/26/1989,1-2 years from date of hatch,No mark or tag,Frasers Mills,30,267,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1500,06/05/1989,1-2 years from date of hatch,No mark or tag,Frasers Mills,30,198,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1020,05/01/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,28,267,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,2250,05/28/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,133,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1636,05/09/1991,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,208,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,2250,06/03/1991,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,152,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,960,05/11/1992,1-2 years from date of hatch,No mark or tag,Frasers Mills,28,250,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1232,05/04/1993,1-2 years from date of hatch,No mark or tag,Frasers Mills,21.7,114,Rainbow Trout,Rainbow Trout - fall-spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1760,04/27/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,277,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1280,05/12/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,250,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1502,05/01/2006,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,213,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,3848,09/26/2006,1-2 years from date of hatch,No mark or tag,Frasers Mills,22,112,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1600,04/24/2007,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,200,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,1730,10/09/2007,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,208,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1481,05/27/2008,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,270,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,1200,12/02/2008,1-2 years from date of hatch,No mark or tag,Frasers Mills,28,200,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1560,05/04/2009,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,192,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,960,05/26/2010,1-2 years from date of hatch,No mark or tag,Frasers Mills,32,333,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1184,05/09/2012,1-2 years from date of hatch,No mark or tag,Frasers Mills,25.7,270,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,900,05/13/2013,1-2 years from date of hatch,No mark or tag,Frasers Mills,30,330,Rainbow Trout,"Rainbow Trout - Trout Lodge, Washington"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1750,05/11/1982,1-2 years from date of hatch,No mark or tag,Kelly Lake,25.5,196,Rainbow Trout,Rainbow Trout - White Sulphur Springs - reared at Coldbrook Hatchery and transferred to Kelly Lake (Nova Scotia Lands and Forests)
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,5664,08/01/2001,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,15.6,42.4,Rainbow Trout,Rainbow Trout - White Sulphur Springs - reared at Coldbrook Hatchery and transferred to Kelly Lake (Nova Scotia Lands and Forests)
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,3520,08/18/1993,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,17.1,57,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,2015,11/03/1994,1-2 years from date of hatch,No mark or tag,Frasers Mills,25.3,188,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1280,05/05/1995,1-2 years from date of hatch,No mark or tag,Frasers Mills,29,250,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,2200,04/02/1996,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,182,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,2112,05/05/1998,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,208,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1880,05/14/1998,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,213,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,1650,10/23/1998,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,182,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1440,05/04/1999,1-2 years from date of hatch,No mark or tag,Frasers Mills,28,278,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,3690,09/22/1999,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,19.4,81,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1280,04/21/2000,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,250,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,1632,12/07/2005,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,208,Rainbow Trout,"Rainbow Trout reared from eggs of fall spawning rainbow from Spring Valley Farms, Ontario"
Kings,SUNKEN,Lake,385669,4983380,Fall Stocking Program,,2551,10/22/1986,1-2 years from date of hatch,No mark or tag,St. Peters,13,26,Rainbow Trout,Rainbow Trout -spring spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1460,04/27/1994,1-2 years from date of hatch,No mark or tag,Frasers Mills,25.3,179,Rainbow Trout,Rainbow Trout -spring spawning reared from imported eggs
Kings,SUNKEN,Lake,385669,4983380,Spring Stocking Program,,1340,05/17/1994,1-2 years from date of hatch,No mark or tag,Frasers Mills,25.3,179,Rainbow Trout,Rainbow Trout -spring spawning reared from imported eggs
Kings,TANNER,Lake,359056,4956750,Fall Stocking Program,,1050,10/20/1987,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.7,22,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Kings,TANNER,Lake,359056,4956750,Fall Stocking Program,,2000,10/12/1989,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14,30,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,TWIN BROOKS,Brook,357229,4959192,Spring Stocking Program,,10000,06/28/1995,8-14 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,7.5,1,Brook Trout,"Brook Trout - South River, Antigonish, sea-run"
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,3500,10/20/1987,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.7,22,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Kings,UPPER SIXTY,Lake,356654,4957730,Spring Stocking Program,,502,04/21/1976,1-2 years from date of hatch,Adipose fin clip only,Coldbrook,17.7,59,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Spring Stocking Program,,201,05/03/1977,1-2 years from date of hatch,Adipose fin clip only,Coldbrook,17,63,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,1523,09/11/1979,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,12.1,17,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2000,09/26/1979,26-52 weeks after absorption of yolk sac,Adipose fin clip only,Coldbrook,13,44,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2000,10/07/1980,26-52 weeks after absorption of yolk sac,Adipose fin clip only,Coldbrook,15.5,58,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2856,09/15/1981,26-52 weeks after absorption of yolk sac,Adipose fin clip only,Coldbrook,15.3,49,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,1800,09/24/1981,26-52 weeks after absorption of yolk sac,Adipose fin clip only,Coldbrook,17,66,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2801,10/20/1982,26-52 weeks after absorption of yolk sac,No mark or tag,Yarmouth,18,45,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,5999,11/04/1983,26-52 weeks after absorption of yolk sac,No mark or tag,Coldbrook,17.1,57,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,4800,10/22/1984,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,13.6,28,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,5999,10/17/1985,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,12.6,22,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,1500,10/12/1988,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.7,23,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,3500,10/30/1990,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,10.5,13,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,3020,10/10/1995,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,15,45,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,4320,10/20/1997,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14.5,34,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2800,10/14/1998,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.5,50,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,5000,10/26/1999,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.5,20,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2000,10/13/2000,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.6,75,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,1500,10/21/2010,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.5,30,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,3000,10/12/1989,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14,30,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,6750,10/11/1991,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,10,15,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,5100,10/13/1993,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14.5,28,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,6930,10/05/1994,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,13.5,30,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2800,10/10/2003,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,15,50,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,2000,10/22/2004,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.5,150,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,UPPER SIXTY,Lake,356654,4957730,Fall Stocking Program,,1866,11/10/2006,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.5,75,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,1250,10/20/1987,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.7,22,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2500,10/30/1990,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,10.5,13,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,3020,10/10/1995,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,15,45,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2800,10/14/1998,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.5,50,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2500,10/26/1999,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.5,20,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2000,10/13/2000,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.6,75,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,1500,10/12/1989,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14,30,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2260,10/13/1993,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,15,38,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,4620,10/05/1994,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,13.5,30,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2800,10/10/2003,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,15,50,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,2000,10/22/2004,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.5,150,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WEST TWIN,Lake,357167,4959810,Fall Stocking Program,,1866,11/10/2006,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,17.5,75,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Kings,WHITE ROCK,Pond,389400,4989803,Spring Stocking Program,,500,05/08/1991,1-2 years from date of hatch,Adipose fin clip only,McGowan Lake,20,91,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Lunenburg,ANDREW,Lake,368672,4912120,Spring Stocking Program,,200,05/17/1976,1-2 years from date of hatch,Adipose fin clip only,Mersey,19.8,117,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,ANDREW,Lake,368672,4912120,Spring Stocking Program,,199,05/04/1977,1-2 years from date of hatch,Adipose fin clip only,Mersey,16.5,56,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,400,05/04/1976,1-2 years from date of hatch,Adipose fin clip only,Mersey,24.1,146,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1500,05/02/1983,1-2 years from date of hatch,No mark or tag,Kelly Lake,25.2,217,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1400,05/09/1983,1-2 years from date of hatch,No mark or tag,Kelly Lake,25.2,217,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,2100,05/19/1983,1-2 years from date of hatch,No mark or tag,Kelly Lake,22.3,151,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,2807,04/04/1984,1-2 years from date of hatch,No mark or tag,Frasers Mills,19.4,80,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,2025,03/29/1985,1-2 years from date of hatch,No mark or tag,Yarmouth,20.6,99,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1500,06/18/1985,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.2,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1160,04/18/1986,1-2 years from date of hatch,No mark or tag,Yarmouth,22.4,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,05/08/1986,1-2 years from date of hatch,No mark or tag,Yarmouth,24.5,166,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,75,04/21/1987,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1951,04/21/1987,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.5,70,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,750,04/27/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,21.6,101,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,06/01/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,20.3,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1250,04/25/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,750,05/30/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,06/12/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,04/03/1990,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,19,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,750,05/03/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,130,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,06/12/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,04/30/1991,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,20,112,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,05/20/1992,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,05/11/1993,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1000,04/26/1994,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,750,06/04/1994,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,143,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1360,04/11/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1232,05/18/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,111,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1312,04/23/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,23,133,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,910,05/16/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,24,154,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,2000,04/28/1998,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,840,06/01/1998,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Fall Stocking Program,,1680,11/10/1998,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,20,83,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1700,04/27/1999,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1500,06/01/1999,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1330,05/01/2000,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,75,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1680,05/02/2001,1-2 years from date of hatch,No mark or tag,McGowan Lake,23,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1026,06/14/2001,1-2 years from date of hatch,No mark or tag,McGowan Lake,24,175,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1500,05/07/2002,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Lunenburg,BECK,Lake,387159,4911320,Spring Stocking Program,,1120,06/10/2002,1-2 years from date of hatch,Both pelvic fins clipped,McGowan Lake,22,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
